,Treated_1,Treated_2,Treated_3,Untreated_1,Untreated_2,Untreated_3,Untreated_4
ID=FBgn0036746,1367,1699,2205,2026,2667,2138,1610
ID=FBgn0036752,7889,9649,11932,5544,6592,6046,8174
ID=FBgn0036754,161,261,326,177,244,301,253
ID=FBgn0036760,253,258,381,258,300,313,263
ID=FBgn0036761,822,1116,1418,963,1222,1117,1070
ID=FBgn0036763,439,669,849,456,623,633,609
ID=FBgn0036764,4086,5572,7188,2779,3934,4303,4475
ID=FBgn0036765,275,316,343,211,267,280,219
ID=FBgn0036770,1972,2353,2657,2626,2925,2848,3503
ID=FBgn0036771,215,279,313,210,192,229,231
ID=FBgn0036772,856,959,1104,1035,1061,1034,1094
ID=FBgn0036774,401,582,897,454,599,602,568
ID=FBgn0036775,281,539,793,385,604,721,501
ID=FBgn0036777,159,160,193,170,193,147,186
ID=FBgn0036804,202,239,328,167,165,202,201
ID=FBgn0036805,530,902,1196,517,1057,1044,879
ID=FBgn0036806,371,473,645,454,496,508,489
ID=FBgn0036811,182,232,343,135,198,238,205
ID=FBgn0036812,106,99,89,113,90,94,90
ID=FBgn0036813,408,539,850,457,704,637,565
ID=FBgn0036814,1874,2024,2520,2561,2736,2034,1746
ID=FBgn0036815,404,595,726,499,566,612,655
ID=FBgn0036816,4392,5130,6312,4350,5404,5455,6694
ID=FBgn0036821,205,208,300,776,995,772,304
ID=FBgn0036822,260,197,212,166,200,242,436
ID=FBgn0036824,2196,3154,4517,3346,4970,5154,4358
ID=FBgn0036825,18308,39574,52219,26917,41567,45894,33326
ID=FBgn0036826,189,214,243,236,119,193,180
ID=FBgn0036827,287,327,441,323,370,322,263
ID=FBgn0036828,606,784,1056,654,910,842,777
ID=FBgn0036829,108,112,173,118,148,155,142
ID=FBgn0036830,108,115,173,119,152,155,142
ID=FBgn0036837,152,146,137,224,166,179,130
ID=FBgn0036838,194,230,223,176,188,162,205
ID=FBgn0036842,1109,1419,1838,1028,1372,1333,1609
ID=FBgn0036843,251,306,309,130,226,259,369
ID=FBgn0036844,2041,2144,2824,2026,2747,1979,1835
ID=FBgn0036846,414,515,690,512,535,572,561
ID=FBgn0036847,1149,1178,1401,946,947,1072,1146
ID=FBgn0036848,380,587,764,358,475,482,531
ID=FBgn0036850,156,214,267,149,176,141,185
ID=FBgn0036851,5315,2752,3303,3688,2448,2082,3031
ID=FBgn0036853,151,161,281,149,174,211,186
ID=FBgn0036856,269,386,551,301,480,459,500
ID=FBgn0036857,417,593,742,561,645,752,692
ID=FBgn0036862,477,481,678,274,325,223,128
ID=FBgn0036886,301,345,420,338,365,447,381
ID=FBgn0036887,215,224,266,199,188,229,234
ID=FBgn0036888,1522,2085,2723,1534,2058,2061,2066
ID=FBgn0036889,139,152,198,119,113,161,148
ID=FBgn0036891,3191,4449,5578,3423,4059,4050,4031
ID=FBgn0036892,1599,2007,2535,1403,1867,1824,1897
ID=FBgn0036893,233,253,340,166,194,176,163
ID=FBgn0036896,541,543,709,1026,1193,975,901
ID=FBgn0036897,348,308,424,275,376,288,334
ID=FBgn0036900,456,516,791,497,616,611,627
ID=FBgn0036908,497,418,512,548,438,431,522
ID=FBgn0036909,194,223,280,141,110,182,206
ID=FBgn0036911,186,201,328,168,195,205,240
ID=FBgn0036913,1725,2292,3096,2045,2877,2480,2695
ID=FBgn0036915,560,823,1110,740,886,942,824
ID=FBgn0036916,216,299,399,240,234,305,260
ID=FBgn0036918,530,710,994,647,645,772,748
ID=FBgn0036919,628,1185,1749,808,1234,1121,1073
ID=FBgn0036920,232,288,443,245,255,302,296
ID=FBgn0036921,2807,2465,3025,3031,2837,2967,3955
ID=FBgn0036926,173,51,50,87,109,65,171
ID=FBgn0036927,89,74,90,105,106,119,119
ID=FBgn0036928,1262,1298,1707,961,1182,1408,1311
ID=FBgn0036929,792,552,613,650,556,551,678
ID=FBgn0036932,195,285,412,211,307,282,391
ID=FBgn0036945,47,133,129,39,88,75,93
ID=FBgn0036958,1220,2076,2753,1691,2501,1989,1748
ID=FBgn0036959,1957,2197,2848,1981,2454,2339,1967
ID=FBgn0036964,193,258,303,192,195,212,237
ID=FBgn0036967,773,986,1209,891,946,939,1013
ID=FBgn0036973,194,283,346,243,300,358,289
ID=FBgn0036974,2035,2482,3374,2553,2818,3042,2799
ID=FBgn0036975,173,222,291,181,220,277,240
ID=FBgn0036980,698,1011,1375,734,1098,1038,889
ID=FBgn0036984,113,146,223,80,115,117,78
ID=FBgn0036985,1029,1393,1640,3566,3318,3077,2366
ID=FBgn0036987,161,232,281,159,230,242,184
ID=FBgn0036988,241,193,236,153,200,237,228
ID=FBgn0036990,232,319,341,294,209,286,290
ID=FBgn0036991,139,159,177,212,145,152,156
ID=FBgn0036994,211,335,382,222,277,263,237
ID=FBgn0036998,237,195,233,198,165,168,275
ID=FBgn0036999,346,392,420,281,348,313,386
ID=FBgn0037000,110,111,149,129,104,109,84
ID=FBgn0037001,1171,2486,3261,1320,2371,2480,2400
ID=FBgn0037007,941,843,1154,1185,1148,1096,1029
ID=FBgn0037008,127,135,131,122,84,141,123
ID=FBgn0037009,443,496,657,472,417,572,587
ID=FBgn0037011,355,331,521,282,273,332,389
ID=FBgn0037012,296,165,270,325,249,192,250
ID=FBgn0037016,519,507,646,529,535,416,286
ID=FBgn0037018,232,251,316,217,216,241,208
ID=FBgn0037019,207,203,262,149,235,190,243
ID=FBgn0037020,352,428,547,372,419,482,434
ID=FBgn0037021,548,681,841,608,828,748,779
ID=FBgn0037022,107,147,121,154,123,145,93
ID=FBgn0037024,180,389,497,224,368,412,312
ID=FBgn0037025,1133,1087,1167,1232,971,786,916
ID=FBgn0037026,937,1275,1821,1016,1225,1210,1069
ID=FBgn0037027,1148,1220,1571,1137,1250,1137,1111
ID=FBgn0037028,397,441,724,309,276,337,365
ID=FBgn0037031,87,105,138,64,78,87,128
ID=FBgn0037044,289,491,670,298,494,448,410
ID=FBgn0037045,106,94,191,86,93,108,100
ID=FBgn0037050,170,211,268,209,226,202,189
ID=FBgn0037051,2469,3367,4827,2935,3559,3729,3157
ID=FBgn0037057,263,367,470,293,474,484,490
ID=FBgn0037061,196,178,170,212,124,151,223
ID=FBgn0037063,463,706,912,392,630,714,660
ID=FBgn0037070,233,274,274,236,250,279,277
ID=FBgn0037071,272,280,369,208,240,307,300
ID=FBgn0037073,1090,1472,1769,1328,1538,1597,1697
ID=FBgn0037074,2784,3481,4243,3658,4234,3934,4140
ID=FBgn0037076,156,187,248,168,200,229,241
ID=FBgn0037081,3177,3460,4607,2837,2940,2519,2227
ID=FBgn0037082,382,344,331,359,327,322,342
ID=FBgn0037084,151,217,284,157,245,212,267
ID=FBgn0037087,215,264,353,213,219,247,231
ID=FBgn0037092,229,195,243,151,144,152,212
ID=FBgn0037093,1172,1617,2135,1499,1949,1728,1660
ID=FBgn0037094,1134,1707,2248,1382,1901,1744,1517
ID=FBgn0037098,1353,1817,2036,1958,2028,1663,2135
ID=FBgn0037102,374,337,522,395,338,420,339
ID=FBgn0037105,337,359,397,370,291,298,412
ID=FBgn0037106,140,165,161,123,104,149,152
ID=FBgn0037108,1119,1307,1571,1219,1211,1489,1498
ID=FBgn0037109,1003,1491,1714,1129,1426,1286,1156
ID=FBgn0037110,160,219,370,239,293,302,317
ID=FBgn0037116,712,895,1140,948,1204,1043,991
ID=FBgn0037117,214,170,250,203,264,215,209
ID=FBgn0037120,652,711,943,675,791,707,746
ID=FBgn0037121,253,377,505,320,315,401,324
ID=FBgn0037130,618,685,902,553,768,627,626
ID=FBgn0037134,112,129,158,135,130,97,96
ID=FBgn0037135,3905,6330,8484,3897,6374,6042,5697
ID=FBgn0037137,2221,3186,3789,2741,3634,2944,3195
ID=FBgn0037138,1062,1283,1649,1062,1178,1047,1242
ID=FBgn0037141,410,490,534,464,442,480,391
ID=FBgn0037142,531,608,739,510,575,569,573
ID=FBgn0037144,44,60,133,63,103,99,147
ID=FBgn0037149,248,298,450,214,244,277,239
ID=FBgn0037150,294,221,336,299,237,256,272
ID=FBgn0037151,150,177,253,124,125,170,156
ID=FBgn0037153,368,307,363,188,177,113,143
ID=FBgn0037156,254,311,450,247,277,303,272
ID=FBgn0037171,845,525,578,854,601,462,727
ID=FBgn0037182,1221,1771,2365,1401,1964,1980,1728
ID=FBgn0037184,147,190,175,125,142,161,156
ID=FBgn0037185,159,184,277,165,225,229,238
ID=FBgn0037186,79,88,108,86,97,91,106
ID=FBgn0037188,348,413,571,377,535,346,384
ID=FBgn0037199,392,331,437,420,310,358,414
ID=FBgn0037200,246,266,425,220,308,274,257
ID=FBgn0037202,325,490,629,336,387,456,328
ID=FBgn0037205,567,676,762,635,686,641,699
ID=FBgn0037206,815,919,1076,885,850,825,816
ID=FBgn0037207,3579,4035,5263,4072,4956,4493,4155
ID=FBgn0037213,601,753,1125,447,627,491,615
ID=FBgn0037215,4672,5705,7009,5267,6317,6553,6907
ID=FBgn0037217,3141,1873,2241,2488,1609,1488,1784
ID=FBgn0037218,2181,2742,3486,2395,2893,2548,2947
ID=FBgn0037220,1386,1975,2548,1570,1951,1987,1800
ID=FBgn0037222,268,249,388,435,506,483,398
ID=FBgn0037225,108,97,126,102,80,104,78
ID=FBgn0037228,16511,16057,19995,14456,12747,14642,14347
ID=FBgn0037229,440,241,323,405,356,275,420
ID=FBgn0037231,1909,2250,3025,1972,2120,2227,2127
ID=FBgn0037232,276,258,364,277,315,323,367
ID=FBgn0037234,860,887,1107,900,876,769,948
ID=FBgn0037235,972,921,1275,916,877,946,1126
ID=FBgn0037236,1209,1257,1662,1143,1277,1389,1523
ID=FBgn0037239,444,662,806,943,1159,1210,1151
ID=FBgn0037240,2409,2549,3221,1839,1934,1647,1567
ID=FBgn0037241,686,837,1071,651,695,775,869
ID=FBgn0037242,664,789,909,613,774,719,688
ID=FBgn0037244,374,427,529,452,394,480,411
ID=FBgn0037248,2004,1990,2326,2391,2335,2173,2537
ID=FBgn0037249,8178,12879,15333,8916,13351,12399,11016
ID=FBgn0037250,244,327,343,256,246,303,267
ID=FBgn0037251,236,352,400,194,215,271,269
ID=FBgn0037252,1598,2380,2992,1944,2343,2081,2135
ID=FBgn0037255,1134,1447,1971,1246,1712,1519,1044
ID=FBgn0037261,1397,1824,2274,1464,1959,1617,1815
ID=FBgn0037262,608,847,1003,706,688,666,675
ID=FBgn0037263,617,862,1021,712,702,671,695
ID=FBgn0037265,159,166,245,200,191,178,174
ID=FBgn0037270,4439,7722,9724,5543,6953,7899,5910
ID=FBgn0037279,1208,1208,1415,1070,1329,1222,1687
ID=FBgn0037282,876,1101,1416,870,1143,1015,1106
ID=FBgn0037290,149,156,189,8,17,17,34
ID=FBgn0037292,2245,1051,1197,2511,1571,1095,1592
ID=FBgn0037293,740,857,1083,794,949,1008,827
ID=FBgn0037297,307,349,529,277,385,391,335
ID=FBgn0037298,1160,1852,2478,1111,1661,1571,1377
ID=FBgn0037299,669,562,788,659,639,681,618
ID=FBgn0037301,1011,1244,1545,953,1100,1045,1121
ID=FBgn0037305,704,678,955,538,551,710,700
ID=FBgn0037312,1141,2192,3096,1621,2224,2243,1914
ID=FBgn0037313,899,1463,2124,1056,1653,1904,1971
ID=FBgn0037315,2131,2767,3525,2193,3079,2790,2147
ID=FBgn0037317,147,197,272,219,154,222,175
ID=FBgn0037326,389,216,254,344,313,231,404
ID=FBgn0037327,3356,5021,6338,4116,5108,5089,4622
ID=FBgn0037328,10867,23865,30137,16960,25323,26279,19936
ID=FBgn0037329,468,756,970,554,783,819,663
ID=FBgn0037330,449,585,745,379,439,443,536
ID=FBgn0037332,1057,1498,1919,1176,1506,1312,1291
ID=FBgn0037336,1421,1731,1963,1544,1966,1745,1698
ID=FBgn0037338,343,309,316,312,288,291,316
ID=FBgn0037339,1203,1419,1822,1178,1332,1350,1223
ID=FBgn0037340,166,267,286,167,166,206,184
ID=FBgn0037341,198,319,388,324,306,326,371
ID=FBgn0037342,327,497,635,387,472,469,465
ID=FBgn0037344,3780,5045,6068,5027,5852,4505,3990
ID=FBgn0037345,243,169,221,191,141,134,157
ID=FBgn0037347,322,296,430,311,320,352,328
ID=FBgn0037350,181,200,207,281,205,203,210
ID=FBgn0037351,20817,47475,62232,30393,46543,51788,43126
ID=FBgn0037354,317,576,761,384,627,594,512
ID=FBgn0037356,223,373,435,172,275,261,247
ID=FBgn0037358,808,920,1072,705,847,896,1046
ID=FBgn0037359,209,253,351,175,185,205,276
ID=FBgn0037360,1662,2357,3199,1787,2437,2463,2030
ID=FBgn0037363,1613,1822,2466,2103,2557,2163,1935
ID=FBgn0037364,469,526,587,456,436,403,490
ID=FBgn0037369,350,428,518,277,280,294,330
ID=FBgn0037370,529,750,980,498,614,677,608
ID=FBgn0037371,951,1102,1401,914,1040,1039,1056
ID=FBgn0037372,209,320,361,200,255,304,307
ID=FBgn0037374,1185,1353,1805,1099,1344,1378,1697
ID=FBgn0037376,1169,1249,1574,1217,1351,1377,1360
ID=FBgn0037377,436,495,563,421,550,587,544
ID=FBgn0037378,416,626,768,356,518,549,613
ID=FBgn0037379,1052,1159,1383,1183,1349,1137,1187
ID=FBgn0037382,651,779,964,655,640,752,635
ID=FBgn0037383,183,238,311,190,271,250,219
ID=FBgn0037384,254,247,370,214,225,241,288
ID=FBgn0037391,1127,1653,2300,1208,1729,1687,1336
ID=FBgn0037429,99,169,179,95,150,167,152
ID=FBgn0037435,141,136,188,121,127,130,126
ID=FBgn0037439,1091,1160,1587,1224,1310,1265,1191
ID=FBgn0037440,212,349,369,207,280,315,333
ID=FBgn0037442,2135,2890,4044,2440,3202,3100,3066
ID=FBgn0037443,1268,1820,2254,1704,2294,1928,1241
ID=FBgn0037445,1382,1524,1670,1994,2128,1741,1712
ID=FBgn0037446,775,1110,1497,1017,1203,1254,935
ID=FBgn0037465,373,583,758,284,458,537,584
ID=FBgn0037466,501,612,801,565,765,642,662
ID=FBgn0037467,692,1047,1323,731,859,942,898
ID=FBgn0037468,5448,5014,5987,2954,2417,2595,3328
ID=FBgn0037469,203,289,274,166,209,247,241
ID=FBgn0037470,1062,1179,1640,860,1151,1087,1062
ID=FBgn0037472,265,366,373,201,308,319,302
ID=FBgn0037473,277,289,384,295,319,264,328
ID=FBgn0037478,1115,1755,2155,1521,1858,1875,1795
ID=FBgn0037481,189,238,296,185,216,214,261
ID=FBgn0037482,657,1113,1339,857,1074,1077,1011
ID=FBgn0037489,767,871,1046,848,789,812,897
ID=FBgn0037491,121,166,210,159,185,187,190
ID=FBgn0037504,358,286,442,359,289,323,304
ID=FBgn0037515,586,925,1095,751,976,1012,721
ID=FBgn0037518,190,284,369,188,225,208,223
ID=FBgn0037526,373,486,623,325,458,433,488
ID=FBgn0037529,668,912,1235,756,950,868,823
ID=FBgn0037530,2388,3613,4552,2965,4130,3843,4561
ID=FBgn0037531,381,347,382,284,329,278,280
ID=FBgn0037533,4024,5297,7022,4432,5243,5239,5082
ID=FBgn0037535,267,271,299,248,234,249,361
ID=FBgn0037536,1133,1114,1490,1010,1243,1220,1195
ID=FBgn0037537,702,934,1329,726,856,888,871
ID=FBgn0037538,450,716,888,465,611,719,633
ID=FBgn0037539,455,635,866,766,862,766,694
ID=FBgn0037540,239,205,207,210,174,168,202
ID=FBgn0037541,2280,3024,3324,2216,2832,2578,2616
ID=FBgn0037543,192,246,252,207,246,233,263
ID=FBgn0037544,223,301,319,254,299,333,300
ID=FBgn0037548,2128,974,963,1629,1132,998,1535
ID=FBgn0037549,2005,2969,3594,2079,2758,2771,2666
ID=FBgn0037550,240,326,445,265,246,307,281
ID=FBgn0037551,968,878,1273,1091,1005,1037,1110
ID=FBgn0037552,2526,2000,2237,2703,2175,2382,3062
ID=FBgn0037553,235,260,315,315,289,316,521
ID=FBgn0037554,883,1038,1330,728,914,803,781
ID=FBgn0037555,710,800,1078,713,831,785,679
ID=FBgn0037556,657,721,933,684,694,708,781
ID=FBgn0037560,900,538,631,732,506,599,813
ID=FBgn0037561,310,386,441,396,388,438,330
ID=FBgn0037566,556,673,791,549,548,604,556
ID=FBgn0037569,234,488,558,275,315,369,375
ID=FBgn0037573,798,1348,1766,832,1178,1299,1293
ID=FBgn0037574,95,149,191,134,142,207,160
ID=FBgn0037578,342,273,363,345,273,317,301
ID=FBgn0037580,2327,3368,4045,2008,2490,2707,2598
ID=FBgn0037581,84,109,125,73,83,78,80
ID=FBgn0037583,747,535,620,447,465,443,617
ID=FBgn0037592,356,454,503,420,511,536,554
ID=FBgn0037602,112,118,132,66,71,90,92
ID=FBgn0037603,279,410,474,261,367,410,409
ID=FBgn0037606,258,304,407,327,382,380,370
ID=FBgn0037607,4975,9136,11740,3938,5987,5901,5273
ID=FBgn0037608,340,460,574,371,384,455,403
ID=FBgn0037609,682,791,1027,622,746,801,855
ID=FBgn0037610,207,357,382,190,272,282,267
ID=FBgn0037611,283,434,463,268,334,349,343
ID=FBgn0037612,810,1506,1949,1054,1728,1839,1353
ID=FBgn0037613,1196,1957,2635,1503,2225,2330,1859
ID=FBgn0037614,466,410,596,486,503,471,520
ID=FBgn0037615,220,126,138,173,152,122,160
ID=FBgn0037617,286,255,323,250,232,298,295
ID=FBgn0037619,125,134,227,108,123,153,160
ID=FBgn0037621,556,855,1252,634,949,888,1019
ID=FBgn0037622,921,1020,1210,787,976,977,1067
ID=FBgn0037624,2657,3812,5100,2764,3301,3337,2907
ID=FBgn0037625,2597,3774,5063,2752,3264,3305,2812
ID=FBgn0037630,78,94,104,145,150,132,115
ID=FBgn0037632,7857,12070,15584,7060,10034,10160,9767
ID=FBgn0037633,1273,1583,1959,1509,1841,1765,1625
ID=FBgn0037634,177,196,224,209,258,222,139
ID=FBgn0037635,139,150,205,306,347,329,320
ID=FBgn0037637,874,892,1245,565,967,939,985
ID=FBgn0037638,949,1255,1585,1078,1245,1303,1482
ID=FBgn0037643,2323,3054,3920,2446,3045,3132,3726
ID=FBgn0037644,723,1169,1659,712,1132,1233,954
ID=FBgn0037647,522,516,675,335,455,538,540
ID=FBgn0037648,409,469,664,444,498,521,483
ID=FBgn0037652,489,515,690,549,506,560,608
ID=FBgn0037653,653,851,1227,613,785,855,713
ID=FBgn0037655,1326,2437,3346,1657,3019,2463,2348
ID=FBgn0037656,161,213,234,140,174,175,172
ID=FBgn0037657,946,1360,1671,1105,1335,1281,1341
ID=FBgn0037659,1895,2511,3279,2445,3250,2831,2509
ID=FBgn0037660,430,617,709,495,568,545,470
ID=FBgn0037661,192,218,244,152,164,253,231
ID=FBgn0037667,161,188,178,115,124,129,197
ID=FBgn0037669,173,157,194,185,135,188,214
ID=FBgn0037670,135,108,128,151,103,126,127
ID=FBgn0037671,3543,4873,6906,3306,4612,4609,4322
ID=FBgn0037672,136,202,294,85,136,164,82
ID=FBgn0037679,187,194,319,195,170,209,173
ID=FBgn0037680,496,710,849,285,368,374,460
ID=FBgn0037683,873,1239,1810,1642,2133,2817,2029
ID=FBgn0037686,13713,19529,24522,18308,21405,22111,15334
ID=FBgn0037687,246,353,464,212,296,368,373
ID=FBgn0037688,230,279,378,259,284,233,268
ID=FBgn0037689,1076,1924,2140,1201,1758,1804,1901
ID=FBgn0037696,114,161,177,99,128,120,145
ID=FBgn0037700,960,1062,1337,909,801,891,788
ID=FBgn0037702,4232,5856,7022,5236,6678,5786,6373
ID=FBgn0037703,547,630,778,776,677,678,691
ID=FBgn0037705,936,893,947,1118,1206,962,955
ID=FBgn0037707,576,940,1082,594,897,856,817
ID=FBgn0037708,126,114,154,106,95,115,160
ID=FBgn0037709,299,324,396,229,345,429,444
ID=FBgn0037710,536,575,756,612,523,525,675
ID=FBgn0037712,57,65,119,70,73,107,100
ID=FBgn0037713,48,71,120,54,66,111,95
ID=FBgn0037715,211,258,291,225,271,322,320
ID=FBgn0037716,342,525,558,492,496,498,330
ID=FBgn0037717,559,824,1026,422,563,573,538
ID=FBgn0037718,2198,2921,3739,3326,3323,3645,3448
ID=FBgn0037719,427,512,765,609,598,678,603
ID=FBgn0037720,1539,2011,2381,1499,2269,1762,1775
ID=FBgn0037722,292,337,419,379,331,371,348
ID=FBgn0037723,234,322,386,207,236,295,303
ID=FBgn0037728,4078,4513,5775,3916,3265,3878,4846
ID=FBgn0037731,324,302,393,307,297,331,429
ID=FBgn0037734,765,1152,1521,738,1351,1191,1194
ID=FBgn0037737,370,232,363,354,302,302,299
ID=FBgn0037739,512,586,730,310,319,344,309
ID=FBgn0037741,353,469,503,338,432,420,408
ID=FBgn0037742,125,147,179,90,119,101,112
ID=FBgn0037743,586,655,849,598,619,583,626
ID=FBgn0037746,626,776,1063,603,678,709,750
ID=FBgn0037747,569,628,826,445,494,576,616
ID=FBgn0037749,330,438,512,372,392,435,398
ID=FBgn0037750,269,407,512,305,449,386,396
ID=FBgn0037751,145,266,306,155,212,238,242
ID=FBgn0037753,141,199,248,121,180,164,212
ID=FBgn0037754,149,99,129,511,493,413,753
ID=FBgn0037755,701,553,674,742,704,732,1104
ID=FBgn0037756,3530,3496,4653,3817,3333,3833,3495
ID=FBgn0037757,1330,2018,2502,1239,1482,1442,1353
ID=FBgn0037758,1219,1814,2201,1421,1835,1900,1762
ID=FBgn0037759,306,450,667,260,343,367,362
ID=FBgn0037760,1866,2208,2646,2538,3022,2363,2431
ID=FBgn0037766,5674,3041,3504,3881,2695,2047,3265
ID=FBgn0037770,848,1054,1358,983,1094,1032,1165
ID=FBgn0037773,129,164,229,161,128,166,205
ID=FBgn0037778,156,188,225,149,157,116,167
ID=FBgn0037779,352,453,536,519,515,478,496
ID=FBgn0037780,379,477,679,412,460,472,387
ID=FBgn0037781,84,78,115,75,83,102,122
ID=FBgn0037788,158,164,198,182,209,193,66
ID=FBgn0037792,726,866,988,683,792,807,873
ID=FBgn0037794,341,268,331,312,261,256,254
ID=FBgn0037802,95,97,111,129,102,97,105
ID=FBgn0037807,4921,7068,8427,4697,5972,6387,7755
ID=FBgn0037809,184,186,220,205,183,164,150
ID=FBgn0037810,6519,5962,7322,6186,6115,5264,5581
ID=FBgn0037811,1477,1118,1050,1394,856,742,1065
ID=FBgn0037814,585,800,885,553,640,563,608
ID=FBgn0037815,157,221,277,160,184,202,211
ID=FBgn0037822,989,1068,1407,1119,980,1120,1050
ID=FBgn0037831,533,478,534,623,605,560,708
ID=FBgn0037834,1436,2236,2683,1445,1873,1843,2076
ID=FBgn0037838,105,134,186,88,101,122,119
ID=FBgn0037842,308,374,501,340,395,378,337
ID=FBgn0037843,1368,1617,2071,1525,1532,1404,1788
ID=FBgn0037844,300,465,515,233,259,240,229
ID=FBgn0037846,77,114,122,77,69,94,110
ID=FBgn0037848,729,993,1170,504,723,771,790
ID=FBgn0037850,300,590,749,221,366,375,339
ID=FBgn0037852,785,1051,1358,708,802,790,645
ID=FBgn0037853,1500,1841,2675,1390,1767,1737,1380
ID=FBgn0037855,455,765,1021,559,756,663,633
ID=FBgn0037856,1032,1469,1935,1089,1524,1340,1357
ID=FBgn0037873,848,1197,1648,657,952,1087,1024
ID=FBgn0037874,14987,19803,25911,17006,20256,23973,18946
ID=FBgn0037875,614,1171,1499,576,1055,927,1026
ID=FBgn0037876,110,208,222,123,131,141,111
ID=FBgn0037877,366,492,675,377,441,478,428
ID=FBgn0037878,1049,1525,1872,1202,1379,1426,1255
ID=FBgn0037880,178,259,351,114,202,212,201
ID=FBgn0037881,668,1173,1701,827,1233,1231,1102
ID=FBgn0037882,211,315,407,209,260,255,195
ID=FBgn0037883,97,71,123,76,95,109,147
ID=FBgn0037884,592,1022,1284,789,1163,1230,1475
ID=FBgn0037885,120,158,290,96,133,160,172
ID=FBgn0037890,514,622,786,405,622,628,849
ID=FBgn0037891,979,2307,2792,856,2324,1952,2334
ID=FBgn0037892,175,268,388,180,229,283,217
ID=FBgn0037894,1601,2369,2717,1699,1931,2080,2182
ID=FBgn0037896,101,126,167,55,82,59,60
ID=FBgn0037897,950,1282,1620,1064,1567,1288,1359
ID=FBgn0037899,2386,3024,4220,3410,4001,4299,2543
ID=FBgn0037900,282,418,462,345,407,475,396
ID=FBgn0037901,586,890,1046,520,651,601,573
ID=FBgn0037902,82,149,154,75,96,107,82
ID=FBgn0037911,228,272,310,226,237,196,264
ID=FBgn0037912,3170,4458,5357,3334,3902,4517,5242
ID=FBgn0037913,3170,4458,5357,3334,3902,4517,5242
ID=FBgn0037915,86,109,120,81,94,89,119
ID=FBgn0037917,603,687,963,931,892,980,874
ID=FBgn0037918,1003,1553,2076,1161,1610,1422,1437
ID=FBgn0037920,133,148,219,161,127,135,151
ID=FBgn0037921,274,435,636,351,435,471,395
ID=FBgn0037922,210,368,558,299,380,407,330
ID=FBgn0037924,880,1194,1456,1159,1208,1112,1137
ID=FBgn0037926,1959,2659,3359,1632,2548,2290,2377
ID=FBgn0037930,2537,2969,3840,2540,2503,2875,2606
ID=FBgn0037931,377,517,585,413,487,409,393
ID=FBgn0037933,248,213,293,251,220,244,287
ID=FBgn0037942,273,370,519,247,252,321,356
ID=FBgn0037943,547,653,849,614,651,725,701
ID=FBgn0037944,735,1250,1451,941,1215,1048,1079
ID=FBgn0037949,286,399,398,402,513,394,403
ID=FBgn0037955,705,861,1231,704,872,930,799
ID=FBgn0037958,390,576,718,364,513,523,630
ID=FBgn0037960,299,384,432,300,332,290,389
ID=FBgn0037963,1319,1621,1908,1146,1360,1213,1405
ID=FBgn0037973,202,321,449,258,294,362,354
ID=FBgn0037974,249,267,451,263,371,407,331
ID=FBgn0037975,331,452,723,285,419,416,503
ID=FBgn0037976,1177,1632,2364,930,1387,1517,887
ID=FBgn0037978,319,496,581,300,421,456,471
ID=FBgn0037979,727,903,1157,898,968,1022,984
ID=FBgn0037980,117,219,303,143,220,240,227
ID=FBgn0037981,106,190,253,123,224,209,182
ID=FBgn0037989,12796,15944,18315,13660,17948,15583,17088
ID=FBgn0037998,757,1118,1348,770,911,910,873
ID=FBgn0037999,881,1314,1785,797,1158,1135,934
ID=FBgn0038013,375,406,551,385,383,379,405
ID=FBgn0038016,1699,2533,3141,2032,2688,2406,2153
ID=FBgn0038020,1545,1263,1710,1164,985,1145,975
ID=FBgn0038034,780,825,1069,808,836,972,904
ID=FBgn0038037,836,892,1192,798,995,1178,1035
ID=FBgn0038038,607,1076,1288,770,1044,1052,898
ID=FBgn0038039,733,1224,1762,862,1462,1228,1313
ID=FBgn0038043,313,630,889,249,402,424,384
ID=FBgn0038046,447,726,1075,492,614,601,567
