	sampleGSM461176	sampleGSM461177	sampleGSM461178	sampleGSM461179	sampleGSM461180	sampleGSM461181	sampleGSM461182
ID=FBgn0051676	8	12	2	3	7	11	9
ID=FBgn0051677	0	0	0	0	0	0	0
ID=FBgn0051678	3491	4756	3704	3122	4379	5484	4078
ID=FBgn0051679	0	2	0	1	0	0	1
ID=FBgn0051680	0	0	2	0	0	0	2
ID=FBgn0051681	0	0	0	0	0	2	0
ID=FBgn0051682	0	0	0	0	0	3	0
ID=FBgn0051683	1196	1128	1304	1077	1249	1648	1184
ID=FBgn0051687	1091	1211	1211	965	1170	1345	1165
ID=FBgn0051690	2	4	1	4	8	3	8
ID=FBgn0051693	1	4	2	1	2	4	1
ID=FBgn0051694	1830	2405	2389	1847	2387	2900	2267
ID=FBgn0051697	4	11	7	11	10	9	5
ID=FBgn0051698	0	0	2	1	0	2	1
ID=FBgn0051700	1	0	0	0	0	0	0
ID=FBgn0051702	0	0	0	0	0	0	1
ID=FBgn0051703	0	0	2	1	0	0	0
ID=FBgn0051704	0	0	0	0	0	0	0
ID=FBgn0051706	1	4	2	0	1	0	2
ID=FBgn0051708	2	0	0	0	0	2	0
ID=FBgn0051709	0	0	0	0	0	0	0
ID=FBgn0051710	454	338	294	366	260	351	431
ID=FBgn0051712	853	905	905	756	851	1064	729
ID=FBgn0051715	390	244	249	423	223	300	400
ID=FBgn0051716	2690	3287	3094	2277	2928	3842	3316
ID=FBgn0051717	506	797	820	631	684	928	871
ID=FBgn0051718	0	0	0	0	0	0	0
ID=FBgn0051719	16	33	12	14	15	20	14
ID=FBgn0051720	174	124	130	191	143	138	203
ID=FBgn0051721	31	35	27	58	64	47	25
ID=FBgn0051729	2705	3818	3457	2552	3817	4639	4136
ID=FBgn0051730	0	0	0	0	0	0	0
ID=FBgn0051735	0	0	0	0	0	0	0
ID=FBgn0051739	2807	3135	2915	2509	2909	3635	3085
ID=FBgn0051740	0	0	0	0	0	0	0
ID=FBgn0051741	0	0	0	0	0	0	0
ID=FBgn0051742	0	0	0	0	0	1	0
ID=FBgn0051752	10	7	9	7	5	7	6
ID=FBgn0051754	0	4	2	1	0	2	2
ID=FBgn0051755	302	490	411	332	455	466	578
ID=FBgn0051759	76	136	100	114	99	119	182
ID=FBgn0051760	1	0	1	3	0	2	0
ID=FBgn0051769	67	92	86	41	52	103	97
ID=FBgn0051773	7	4	2	6	8	4	2
ID=FBgn0051774	110	151	62	157	106	117	51
ID=FBgn0051776	2	6	2	0	0	0	1
ID=FBgn0051777	484	286	356	300	346	580	660
ID=FBgn0051778	11	13	15	11	2	9	22
ID=FBgn0051779	0	0	0	0	0	0	0
ID=FBgn0051780	19	30	25	14	13	12	46
ID=FBgn0051781	1	0	0	4	2	4	2
ID=FBgn0051784	0	0	0	0	0	0	0
ID=FBgn0051785	0	0	0	1	0	0	0
ID=FBgn0051787	0	0	0	0	0	0	0
ID=FBgn0051788	0	0	0	0	0	0	0
ID=FBgn0051789	17	6	12	23	19	24	16
ID=FBgn0051792	3	4	6	7	9	2	6
ID=FBgn0051793	423	506	573	402	527	649	458
ID=FBgn0051797	1	0	0	0	0	0	0
ID=FBgn0051798	31	46	42	19	30	34	84
ID=FBgn0051800	224	188	203	212	209	228	231
ID=FBgn0051802	1	0	0	0	0	0	0
ID=FBgn0051803	3	8	6	8	10	14	7
ID=FBgn0051804	0	0	0	1	0	0	0
ID=FBgn0051805	2	2	6	5	4	4	4
ID=FBgn0051806	0	0	0	0	0	0	0
ID=FBgn0051807	17	10	8	19	9	12	7
ID=FBgn0051809	1	0	2	3	3	0	2
ID=FBgn0051810	1	0	0	1	0	2	1
ID=FBgn0051812	269	246	237	249	261	342	262
ID=FBgn0051813	0	0	0	0	0	0	0
ID=FBgn0051814	1	1	0	2	1	2	8
ID=FBgn0051815	72	88	25	62	47	42	17
ID=FBgn0051816	17	15	25	30	18	28	23
ID=FBgn0051820	0	0	0	0	0	0	0
ID=FBgn0051821	3	8	0	1	2	2	2
ID=FBgn0051822	0	0	0	1	0	0	0
ID=FBgn0051823	0	0	0	0	0	0	0
ID=FBgn0051824	0	0	0	0	0	0	0
ID=FBgn0051826	0	0	0	0	0	0	0
ID=FBgn0051827	3	4	14	2	4	4	13
ID=FBgn0051832	0	0	2	2	1	0	0
ID=FBgn0051835	0	0	0	0	0	0	0
ID=FBgn0051840	0	1	0	3	1	5	0
ID=FBgn0051845	2	6	12	2	1	8	7
ID=FBgn0051848	0	0	2	1	0	2	0
ID=FBgn0051849	50	68	51	80	82	139	55
ID=FBgn0051851	0	0	0	0	0	0	0
ID=FBgn0051852	541	535	562	523	616	794	519
ID=FBgn0051855	404	348	412	407	460	567	394
ID=FBgn0051858	22	26	12	10	6	13	16
ID=FBgn0051860	0	0	0	0	0	0	0
ID=FBgn0051861	0	0	1	1	0	2	0
ID=FBgn0051862	0	0	0	0	0	0	0
ID=FBgn0051864	268	189	275	285	266	356	270
ID=FBgn0051865	114	136	190	119	140	227	134
ID=FBgn0051866	134	145	185	107	151	241	159
ID=FBgn0051867	0	0	0	0	0	0	0
ID=FBgn0051869	13	33	29	25	23	44	17
ID=FBgn0051870	0	0	0	0	0	2	0
ID=FBgn0051871	0	0	0	0	0	0	1
ID=FBgn0051872	0	0	0	0	0	0	0
ID=FBgn0051874	9	10	12	11	15	27	11
ID=FBgn0051875	339	543	464	373	517	535	635
ID=FBgn0051876	1	6	0	2	6	4	3
ID=FBgn0051885	0	6	1	2	2	1	0
ID=FBgn0051888	1	0	0	2	0	0	0
ID=FBgn0051889	2	0	0	1	1	0	0
ID=FBgn0051890	1	2	0	1	0	0	0
ID=FBgn0051892	0	0	0	1	0	0	0
ID=FBgn0051895	1	0	2	1	0	0	0
ID=FBgn0051896	1	0	0	2	0	0	0
ID=FBgn0051897	23	29	14	21	22	10	16
ID=FBgn0051898	80	67	104	112	50	97	82
ID=FBgn0051901	6	5	6	2	1	6	3
ID=FBgn0051902	5	2	0	4	4	8	3
ID=FBgn0051907	2	4	0	4	2	2	10
ID=FBgn0051908	1572	2216	2031	1225	1941	2644	1911
ID=FBgn0051909	0	2	0	35	20	9	7
ID=FBgn0051910	0	0	0	0	0	0	0
ID=FBgn0051912	497	751	636	533	922	1223	425
ID=FBgn0051913	2	6	4	1	3	3	0
ID=FBgn0051914	0	2	0	0	0	0	0
ID=FBgn0051915	1275	1233	1218	1318	1467	1827	1308
ID=FBgn0051921	2	2	2	2	0	2	1
ID=FBgn0051922	59	55	36	84	60	74	89
ID=FBgn0051924	0	0	0	0	0	0	0
ID=FBgn0051926	0	0	2	0	2	0	0
ID=FBgn0051928	2	2	0	0	1	2	0
ID=FBgn0051933	0	0	0	0	0	0	0
ID=FBgn0051935	546	601	606	451	517	665	506
ID=FBgn0051939	0	0	0	0	0	0	0
ID=FBgn0051940	0	0	0	1	0	0	0
ID=FBgn0051942	0	0	0	0	0	0	0
ID=FBgn0051943	0	1	0	0	0	0	0
ID=FBgn0051944	0	0	0	0	0	0	0
ID=FBgn0051946	0	1	0	0	0	0	0
ID=FBgn0051948	0	0	0	0	0	0	0
ID=FBgn0051949	0	0	0	1	0	0	0
ID=FBgn0051950	72	121	138	102	167	163	194
ID=FBgn0051952	1	4	0	1	2	0	0
ID=FBgn0051953	37	43	75	41	58	103	59
ID=FBgn0051954	1	0	0	0	0	0	0
ID=FBgn0051955	537	555	511	436	360	419	740
ID=FBgn0051956	3	4	8	1	4	0	4
ID=FBgn0051957	160	122	114	138	98	142	183
ID=FBgn0051958	0	0	0	0	0	0	0
ID=FBgn0051960	0	0	0	0	1	0	0
ID=FBgn0051961	407	428	457	319	421	558	392
ID=FBgn0051963	1	0	0	0	0	0	0
ID=FBgn0051971	1	0	0	2	0	1	0
ID=FBgn0051973	325	394	321	312	290	390	309
ID=FBgn0051974	41	60	59	62	72	68	56
ID=FBgn0051975	83	99	102	102	95	117	33
ID=FBgn0051976	83	99	102	102	95	117	33
ID=FBgn0051988	13	8	11	21	17	28	8
ID=FBgn0051989	2554	2952	3049	2621	3441	4277	3134
ID=FBgn0051992	6379	6374	5457	6396	6017	7113	6652
ID=FBgn0051997	686	648	731	820	555	714	897
ID=FBgn0051998	1700	1300	987	1754	1202	1254	1872
ID=FBgn0051999	1798	1604	1371	1780	1221	1476	2183
ID=FBgn0052000	3454	2633	2131	3576	2130	2109	4604
ID=FBgn0052006	3	1	3	3	0	4	5
ID=FBgn0052009	430	304	221	339	186	193	440
ID=FBgn0052010	766	449	304	622	276	296	652
ID=FBgn0052011	637	419	322	592	269	311	713
ID=FBgn0052016	1832	1435	1217	1745	1163	1365	1919
ID=FBgn0052017	526	441	316	918	346	378	828
ID=FBgn0052022	294	222	316	313	354	478	330
ID=FBgn0052023	0	0	0	0	0	0	0
ID=FBgn0052024	9	16	12	28	17	27	7
ID=FBgn0052026	132	164	62	137	108	130	64
ID=FBgn0052027	124	186	134	129	163	243	175
ID=FBgn0052029	3	0	0	2	0	0	5
ID=FBgn0052034	0	0	0	0	0	0	0
ID=FBgn0052036	35	31	32	35	38	35	48
ID=FBgn0052037	115	185	155	95	165	236	205
ID=FBgn0052039	106	119	135	137	106	167	156
ID=FBgn0052040	50	34	56	37	44	61	64
ID=FBgn0052053	0	0	0	0	0	0	0
ID=FBgn0052054	0	0	0	1	2	0	1
ID=FBgn0052055	1	3	0	3	2	0	2
ID=FBgn0052056	779	1305	1265	1013	1701	2527	1585
ID=FBgn0052057	1	0	0	0	2	0	0
ID=FBgn0052058	21	27	19	7	4	12	12
ID=FBgn0052061	1	0	0	1	0	0	1
ID=FBgn0052062	976	944	735	903	819	882	688
ID=FBgn0052064	2	4	2	2	0	6	2
ID=FBgn0052066	2440	3380	2897	2211	2839	3853	3385
ID=FBgn0052068	591	700	779	415	567	758	832
ID=FBgn0052069	63	91	156	83	146	212	159
ID=FBgn0052071	1	4	4	1	0	4	1
ID=FBgn0052072	2	3	0	1	2	2	1
ID=FBgn0052073	0	0	0	0	0	0	0
ID=FBgn0052074	0	0	0	0	0	0	0
ID=FBgn0052075	266	257	209	217	235	315	285
ID=FBgn0052076	309	490	543	315	566	658	545
ID=FBgn0052079	0	0	0	0	0	0	0
ID=FBgn0052081	0	0	0	0	0	0	0
ID=FBgn0052082	36	38	64	48	39	49	32
ID=FBgn0052085	105	125	85	172	130	184	124
ID=FBgn0052086	0	0	0	0	0	0	0
ID=FBgn0052087	0	0	0	0	0	0	0
ID=FBgn0052088	51	76	56	99	94	99	172
ID=FBgn0052091	47	67	42	32	59	62	47
ID=FBgn0052093	0	0	0	0	0	0	0
ID=FBgn0052095	208	280	295	235	284	325	279
ID=FBgn0052099	178	166	174	159	145	181	189
ID=FBgn0052100	174	194	208	170	225	264	195
ID=FBgn0052102	0	0	0	0	0	0	0
ID=FBgn0052103	2621	3493	2842	2451	2944	3602	2725
ID=FBgn0052104	169	290	187	169	251	278	292
ID=FBgn0052105	0	0	0	0	0	0	0
ID=FBgn0052106	1	0	0	2	1	2	1
ID=FBgn0052107	0	0	1	2	0	0	0
ID=FBgn0052109	198	182	173	312	178	234	316
ID=FBgn0052110	5	10	11	5	6	10	2
ID=FBgn0052111	0	2	2	0	0	2	0
ID=FBgn0052112	126	164	177	105	116	174	149
ID=FBgn0052113	1113	1142	906	1117	921	948	1305
ID=FBgn0052115	521	338	348	768	360	391	517
ID=FBgn0052117	3	1	4	2	2	4	2
ID=FBgn0052119	2	2	0	1	0	2	1
ID=FBgn0052121	2	3	5	3	4	2	2
ID=FBgn0052126	0	0	0	0	0	0	0
ID=FBgn0052127	0	0	0	0	0	0	0
ID=FBgn0052128	0	2	0	0	0	0	0
ID=FBgn0052129	0	0	0	0	0	0	0
ID=FBgn0052133	2167	3023	2391	1502	2416	2724	2936
ID=FBgn0052137	8	8	9	5	12	12	7
ID=FBgn0052141	0	0	0	0	0	0	0
ID=FBgn0052150	1	0	0	0	0	0	0
ID=FBgn0052152	1941	2825	2076	683	1121	1592	1331
ID=FBgn0052153	0	0	0	1	0	0	0
ID=FBgn0052160	0	0	2	0	0	0	0
ID=FBgn0052161	0	0	0	2	4	0	1
ID=FBgn0052163	171	154	141	167	156	163	138
ID=FBgn0052170	74	137	104	41	87	87	77
ID=FBgn0052173	0	0	0	2	0	0	0
ID=FBgn0052174	1540	2014	2150	1075	1720	2114	2030
ID=FBgn0052176	479	408	361	442	381	496	352
ID=FBgn0052177	702	801	841	650	632	904	806
ID=FBgn0052179	255	244	236	181	192	281	238
ID=FBgn0052181	47	55	45	76	30	55	88
ID=FBgn0052182	28	48	40	34	46	57	71
ID=FBgn0052183	3926	2526	1986	5452	2858	3399	3256
ID=FBgn0052185	15	16	11	33	40	56	17
ID=FBgn0052187	0	2	0	2	2	2	0
ID=FBgn0052188	0	0	0	0	1	4	0
ID=FBgn0052189	0	0	0	1	2	1	0
ID=FBgn0052190	5286	6216	6018	4023	6070	8578	5037
ID=FBgn0052191	0	0	3	25	0	2	1
ID=FBgn0052192	3	8	3	10	5	2	2
ID=FBgn0052194	3	3	0	1	1	2	3
ID=FBgn0052195	87	117	76	97	95	111	105
ID=FBgn0052196	9	19	16	21	22	28	21
ID=FBgn0052198	0	0	0	0	0	0	0
ID=FBgn0052199	0	0	0	0	0	0	1
ID=FBgn0052200	2	0	0	0	0	0	0
ID=FBgn0052201	1	0	0	0	0	0	0
ID=FBgn0052202	118	105	99	75	95	105	115
ID=FBgn0052203	0	0	0	0	0	0	0
ID=FBgn0052204	0	0	0	2	1	0	1
ID=FBgn0052205	46	24	35	38	53	68	19
ID=FBgn0052206	192	169	119	236	125	148	230
ID=FBgn0052207	88	137	152	72	115	191	80
ID=FBgn0052208	1	0	0	1	1	1	2
ID=FBgn0052212	93	113	116	89	139	191	63
ID=FBgn0052213	4	0	0	3	1	0	0
ID=FBgn0052214	1	0	0	4	0	0	1
ID=FBgn0052218	200	141	99	186	112	151	109
ID=FBgn0052219	5	7	0	2	2	6	4
ID=FBgn0052220	0	0	0	0	0	0	0
ID=FBgn0052221	155	178	197	178	217	284	225
ID=FBgn0052224	0	0	0	0	4	0	0
ID=FBgn0052225	6	7	20	6	1	6	11
ID=FBgn0052227	15	16	19	15	32	20	17
ID=FBgn0052228	1	0	0	1	0	0	0
ID=FBgn0052230	1013	716	785	845	680	881	1133
ID=FBgn0052232	0	0	0	0	0	0	0
ID=FBgn0052237	1	0	0	0	0	2	1
ID=FBgn0052238	1	0	0	0	0	0	0
ID=FBgn0052240	0	0	1	1	0	0	3
ID=FBgn0052241	0	3	3	0	0	1	0
ID=FBgn0052243	572	580	590	777	602	747	1078
ID=FBgn0052246	0	2	0	2	2	2	0
ID=FBgn0052248	0	0	0	0	0	0	0
ID=FBgn0052249	0	0	0	0	0	1	0
ID=FBgn0052250	180	287	245	208	315	346	240
ID=FBgn0052251	1419	1839	1489	970	1100	1430	1235
ID=FBgn0052252	105	209	177	106	133	166	186
ID=FBgn0052255	2	6	3	1	3	6	3
ID=FBgn0052259	0	2	0	2	0	0	1
ID=FBgn0052260	8	6	8	5	12	14	8
ID=FBgn0052262	90	110	155	83	164	209	136
ID=FBgn0052263	0	0	2	0	0	0	2
ID=FBgn0052264	1204	2001	1320	968	1333	1892	1420
ID=FBgn0052266	0	1	0	0	0	1	0
ID=FBgn0052267	208	188	179	422	190	211	433
ID=FBgn0052268	14	15	18	12	13	17	33
ID=FBgn0052269	3	8	15	4	18	5	6
ID=FBgn0052270	3	8	15	4	18	5	6
ID=FBgn0052271	12	25	24	16	32	40	25
ID=FBgn0052272	0	0	0	0	0	0	0
ID=FBgn0052273	0	1	0	0	0	0	1
ID=FBgn0052274	0	0	0	2	0	1	0
ID=FBgn0052277	3	6	2	0	6	4	3
ID=FBgn0052278	645	512	565	525	542	637	667
ID=FBgn0052279	0	0	1	0	0	0	0
ID=FBgn0052280	371	484	440	588	547	803	549
ID=FBgn0052281	189	190	220	192	185	237	227
ID=FBgn0052282	0	0	0	0	1	0	0
ID=FBgn0052283	0	0	0	0	0	0	0
ID=FBgn0052284	3	3	2	3	1	6	0
ID=FBgn0052285	1	0	0	0	0	0	0
ID=FBgn0052286	0	0	0	0	0	0	0
ID=FBgn0052287	0	0	0	0	0	0	0
ID=FBgn0052288	0	0	0	0	0	0	0
ID=FBgn0052289	0	0	0	0	0	0	0
ID=FBgn0052296	980	1371	935	982	1197	1500	897
ID=FBgn0052298	10	14	22	34	11	23	10
ID=FBgn0052299	10	14	22	34	11	23	10
ID=FBgn0052301	4	10	10	5	10	6	6
ID=FBgn0052302	5	11	12	4	8	18	17
ID=FBgn0052303	0	0	0	0	1	0	0
ID=FBgn0052304	0	0	0	0	0	0	0
ID=FBgn0052305	2	0	2	3	2	0	2
ID=FBgn0052311	1693	2556	1862	964	1559	1691	1656
ID=FBgn0052312	0	0	0	0	0	0	0
ID=FBgn0052313	24	26	22	12	2	8	31
ID=FBgn0052318	128	150	185	144	213	188	240
ID=FBgn0052319	2	4	2	2	0	0	0
ID=FBgn0052320	1	0	0	0	0	0	0
ID=FBgn0052324	0	0	0	1	0	0	0
ID=FBgn0052328	0	0	0	0	0	0	0
ID=FBgn0052329	0	0	0	0	0	0	0
ID=FBgn0052330	1	0	0	0	0	1	0
ID=FBgn0052333	0	2	0	3	2	2	3
ID=FBgn0052343	396	524	528	372	635	820	578
ID=FBgn0052344	1559	1570	1576	1207	1482	1920	1539
ID=FBgn0052350	266	225	225	415	184	218	373
ID=FBgn0052351	5	4	4	8	9	4	4
ID=FBgn0052354	67	58	38	35	64	60	56
ID=FBgn0052357	0	0	0	0	0	0	0
ID=FBgn0052358	1	1	0	0	0	0	0
ID=FBgn0052359	0	1	0	0	0	0	0
ID=FBgn0052360	0	0	0	0	0	0	0
ID=FBgn0052361	0	0	0	0	0	0	0
ID=FBgn0052362	0	1	0	0	0	0	0
ID=FBgn0052363	1	0	0	0	0	0	0
ID=FBgn0052364	449	444	553	530	536	643	573
ID=FBgn0052365	37	14	21	34	15	21	27
ID=FBgn0052368	610	355	343	612	467	452	249
ID=FBgn0052369	8925	7963	5583	7818	5357	6551	4946
ID=FBgn0052370	2	0	1	1	0	0	0
ID=FBgn0052371	0	0	0	0	0	0	0
ID=FBgn0052373	2092	3187	2999	2741	3781	4885	2687
ID=FBgn0052374	0	2	0	0	0	0	0
ID=FBgn0052376	0	0	0	0	0	0	0
ID=FBgn0052379	0	0	0	0	2	0	0
ID=FBgn0052380	2804	2571	2246	2684	2163	2619	2388
ID=FBgn0052382	4	3	2	6	6	10	1
ID=FBgn0052383	2	3	4	3	2	0	1
ID=FBgn0052391	0	0	0	0	0	0	0
ID=FBgn0052392	0	0	0	0	0	0	1
ID=FBgn0052396	0	0	2	2	5	0	2
ID=FBgn0052404	0	0	3	0	0	0	2
ID=FBgn0052405	1	1	0	0	0	2	2
ID=FBgn0052406	95	102	94	114	87	99	95
ID=FBgn0052407	232	333	339	59	70	99	390
ID=FBgn0052409	655	931	1072	638	923	1225	1103
ID=FBgn0052412	1135	1595	1660	725	1074	1363	1961
ID=FBgn0052413	0	0	0	0	0	0	0
ID=FBgn0052418	257	309	313	170	295	353	287
ID=FBgn0052420	0	0	0	0	0	0	0
ID=FBgn0052421	0	0	0	0	0	0	0
ID=FBgn0052423	9913	8113	6143	7919	5329	6906	6967
ID=FBgn0052425	1101	1290	1159	1003	1197	1508	1117
ID=FBgn0052428	513	463	452	420	368	487	513
ID=FBgn0052432	3	1	3	7	5	5	2
ID=FBgn0052436	464	697	613	663	840	973	771
ID=FBgn0052437	7	4	4	5	7	5	4
ID=FBgn0052438	1133	1063	932	1083	1049	1036	1130
ID=FBgn0052440	2	2	7	1	4	2	3
ID=FBgn0052441	733	870	938	839	1040	1291	998
ID=FBgn0052442	81	62	61	92	57	98	81
ID=FBgn0052445	11	9	10	6	10	13	6
ID=FBgn0052446	88	162	154	112	183	209	161
ID=FBgn0052447	5	8	6	4	2	3	5
ID=FBgn0052448	175	149	156	262	172	237	240
ID=FBgn0052449	0	0	0	0	0	0	0
ID=FBgn0052450	2	4	0	2	2	0	0
ID=FBgn0052451	1500	1699	1590	1275	1611	1909	1593
ID=FBgn0052452	358	257	266	291	270	389	245
ID=FBgn0052453	0	0	0	0	2	0	0
ID=FBgn0052457	8	3	3	10	7	10	9
ID=FBgn0052459	1	2	2	1	0	0	3
ID=FBgn0052460	0	0	0	0	0	0	0
ID=FBgn0052461	7	10	11	6	2	10	7
ID=FBgn0052462	6	12	4	4	2	10	2
ID=FBgn0052463	0	2	0	0	2	0	0
ID=FBgn0052473	506	781	731	412	706	953	690
ID=FBgn0052475	0	0	0	0	0	0	0
ID=FBgn0052476	17	13	13	30	22	26	28
ID=FBgn0052479	6872	10874	7948	6517	9546	11766	8848
ID=FBgn0052480	9	9	4	12	7	8	20
ID=FBgn0052481	10	5	4	8	1	3	4
ID=FBgn0052482	1	1	3	3	3	0	3
ID=FBgn0052483	65	50	76	37	64	91	40
ID=FBgn0052484	726	1325	1134	606	1203	1501	1074
ID=FBgn0052485	186	297	290	122	208	321	263
ID=FBgn0052487	0	0	0	0	0	0	0
ID=FBgn0052488	0	0	0	0	0	0	0
ID=FBgn0052493	0	0	1	0	0	0	0
ID=FBgn0052495	1083	1559	1432	870	1264	1687	1391
ID=FBgn0052496	6	2	14	7	14	12	12
ID=FBgn0052499	5656	3842	2631	5151	2026	2187	2577
ID=FBgn0052506	1	0	7	8	8	10	8
ID=FBgn0052507	0	0	0	0	0	0	0
ID=FBgn0052511	51	4	12	49	13	2	25
ID=FBgn0052512	1264	1397	1156	1073	1211	1583	846
ID=FBgn0052518	1	0	0	0	0	1	1
ID=FBgn0052520	0	0	0	0	0	0	0
ID=FBgn0052521	3957	5564	4178	2245	2670	3390	3620
ID=FBgn0052523	1	6	2	0	2	2	0
ID=FBgn0052525	0	1	0	0	0	0	0
ID=FBgn0052528	1549	1979	2022	1634	2343	3090	2225
ID=FBgn0052529	13213	17666	13594	9188	12563	15729	13453
ID=FBgn0052532	44	46	42	49	74	71	55
ID=FBgn0052533	153	249	216	162	334	446	249
ID=FBgn0052536	116	194	174	102	142	216	136
ID=FBgn0052537	246	514	449	230	408	596	347
ID=FBgn0052544	47	58	44	110	92	84	88
ID=FBgn0052546	0	0	0	0	0	0	0
ID=FBgn0052547	11	9	14	9	5	15	11
ID=FBgn0052548	6	1	1	3	2	4	5
ID=FBgn0052549	2581	3508	3159	2310	3304	4447	3613
ID=FBgn0052551	0	0	0	0	0	0	0
ID=FBgn0052553	0	0	0	0	0	0	0
ID=FBgn0052554	66	63	77	71	92	119	86
ID=FBgn0052557	38	61	27	28	60	70	59
ID=FBgn0052563	0	0	0	0	0	0	0
ID=FBgn0052564	0	2	0	0	0	0	0
ID=FBgn0052568	0	0	0	0	0	0	0
ID=FBgn0052569	0	0	1	0	0	0	0
ID=FBgn0052570	0	1	0	0	0	0	0
ID=FBgn0052571	0	4	0	0	0	0	0
ID=FBgn0052572	61	66	53	37	71	91	42
ID=FBgn0052573	74	123	97	57	113	169	99
ID=FBgn0052574	0	0	0	0	0	0	0
ID=FBgn0052576	1699	2424	2744	2172	2734	3841	3036
ID=FBgn0052579	222	355	365	268	370	457	412
ID=FBgn0052580	2004	1540	838	2364	1138	806	1331
ID=FBgn0052581	440	338	399	322	337	470	449
ID=FBgn0052582	79	59	83	93	78	93	93
ID=FBgn0052588	0	0	0	0	0	0	0
ID=FBgn0052590	100	110	137	123	93	131	84
ID=FBgn0052591	2	0	3	2	2	2	2
ID=FBgn0052594	3224	3533	3234	2975	3468	4209	4277
ID=FBgn0052598	0	0	4	2	0	2	0
ID=FBgn0052600	76	73	63	83	72	74	77
ID=FBgn0052601	1	1	4	2	2	0	4
ID=FBgn0052602	3	10	9	13	9	10	12
ID=FBgn0052603	1	0	1	0	2	0	0
ID=FBgn0052625	97	82	136	331	278	355	89
ID=FBgn0052626	2095	2847	3057	1814	2903	3621	3348
ID=FBgn0052631	0	0	0	0	0	0	1
ID=FBgn0052633	0	0	0	0	0	0	1
ID=FBgn0052636	27	21	26	31	26	42	43
ID=FBgn0052638	2225	2032	2121	1653	1847	2475	2439
ID=FBgn0052639	11	38	14	15	10	36	8
ID=FBgn0052640	285	224	266	208	246	350	242
ID=FBgn0052641	280	221	299	257	261	301	275
ID=FBgn0052642	0	0	0	0	0	0	0
ID=FBgn0052643	0	0	2	0	0	0	0
ID=FBgn0052644	0	0	0	0	0	0	0
ID=FBgn0052645	7	9	8	10	0	14	7
ID=FBgn0052647	11	8	5	6	14	21	13
ID=FBgn0052649	628	976	959	626	928	1294	830
ID=FBgn0052650	40	66	90	39	85	118	60
ID=FBgn0052651	0	2	0	0	0	0	0
ID=FBgn0052652	0	0	0	0	0	0	0
ID=FBgn0052654	2290	3791	3059	1994	3262	4040	3084
ID=FBgn0052655	17	13	12	28	10	6	2
ID=FBgn0052656	6	12	4	4	6	10	5
ID=FBgn0052657	0	0	0	1	0	0	0
ID=FBgn0052660	0	0	0	1	0	0	2
ID=FBgn0052666	2909	3501	2777	2865	3227	4299	2958
ID=FBgn0052667	5	8	4	6	6	9	3
ID=FBgn0052668	9	16	33	19	22	31	17
ID=FBgn0052669	359	129	148	366	96	98	558
ID=FBgn0052670	0	0	0	0	0	0	0
ID=FBgn0052671	0	0	0	0	0	0	0
ID=FBgn0052672	3756	2551	2664	2910	2209	3106	3037
ID=FBgn0052673	0	0	0	0	0	0	0
ID=FBgn0052675	2978	3672	3388	2583	3690	4548	2893
ID=FBgn0052676	2202	2977	2206	2196	3120	3698	1994
ID=FBgn0052677	70	84	66	128	126	150	52
ID=FBgn0052679	1	0	2	0	8	4	2
ID=FBgn0052681	182	274	295	91	120	158	211
ID=FBgn0052683	4	2	3	7	7	2	2
ID=FBgn0052685	3782	4442	3682	3061	3505	4475	3255
ID=FBgn0052686	26	42	26	25	27	35	44
ID=FBgn0052687	420	494	458	241	335	427	431
ID=FBgn0052690	2	2	2	3	0	0	0
ID=FBgn0052693	0	0	0	1	0	0	0
ID=FBgn0052694	1	13	0	1	0	2	1
ID=FBgn0052695	1	2	2	2	1	2	0
ID=FBgn0052698	5765	3701	2610	5068	1878	2159	2574
ID=FBgn0052699	1508	1721	1600	1552	1929	2409	1929
ID=FBgn0052702	641	933	821	628	984	1193	782
ID=FBgn0052703	14	11	12	9	11	8	13
ID=FBgn0052704	4	2	5	0	4	6	1
ID=FBgn0052706	6	2	6	8	4	2	4
ID=FBgn0052707	268	374	278	271	396	516	331
ID=FBgn0052708	196	176	243	123	204	273	210
ID=FBgn0052712	6	0	2	4	5	5	3
ID=FBgn0052713	4	4	1	3	0	4	3
ID=FBgn0052718	0	0	0	0	0	0	0
ID=FBgn0052719	391	372	190	240	129	147	136
ID=FBgn0052720	13	7	6	6	4	7	7
ID=FBgn0052726	3	6	1	2	4	4	1
ID=FBgn0052732	367	421	413	328	478	587	374
ID=FBgn0052733	0	0	0	0	2	0	0
ID=FBgn0052736	109	93	105	85	81	117	82
ID=FBgn0052740	0	0	0	0	0	0	0
ID=FBgn0052745	54	19	33	48	25	36	36
ID=FBgn0052748	0	0	0	0	0	0	0
ID=FBgn0052750	1	0	0	0	0	0	0
ID=FBgn0052751	0	0	0	0	0	0	0
ID=FBgn0052755	0	2	8	1	1	2	2
ID=FBgn0052756	210	142	152	209	195	221	235
ID=FBgn0052758	2471	3136	2535	2294	2837	3458	2984
ID=FBgn0052761	0	0	0	0	0	0	0
ID=FBgn0052762	0	0	0	0	0	0	1
ID=FBgn0052767	2197	3025	2207	1915	2299	3143	1865
ID=FBgn0052772	596	779	680	435	593	760	518
ID=FBgn0052773	4714	6073	5988	4567	6480	8580	5588
ID=FBgn0052774	4	8	11	9	11	13	4
ID=FBgn0052783	73	84	94	81	70	87	75
